insurance_type,age,vehicle_age,claim_amount,annual_premium,incidents,witness_count,policy_type,collision_type,police_report,is_fraud
health,76,2,2095.58,3822.97,0,0,standard,front,no,0
auto,65,16,6843.21,1961.82,0,2,basic,none,no,0
auto,69,13,2356.71,1575.48,0,1,standard,side,no,0
auto,74,9,1980.68,3913.04,0,2,basic,rear,yes,0
auto,25,10,2490.72,1566.39,0,1,basic,rear,no,0
auto,35,14,7726.32,5526.81,1,0,premium,front,no,0
auto,21,10,3317.75,1400.18,0,3,standard,none,no,0
auto,18,16,2239.13,1090.22,1,3,standard,none,no,0
auto,69,18,6962.37,1663.73,0,3,standard,rear,no,0
auto,76,18,16316.37,1596.32,2,0,basic,side,no,0
health,27,12,4216.57,1207.3,4,3,standard,none,no,0
health,62,14,8635.96,6640.8,0,2,premium,rear,no,0
property,51,6,7519.5,2120.3,1,0,standard,none,yes,0
health,22,0,2382.85,2280.44,0,0,basic,none,no,0
health,74,8,3709.47,1435.2,0,2,basic,none,no,0
auto,72,17,1483.59,1354.47,0,2,premium,none,no,0
health,53,2,3154.36,3019.3,0,0,basic,none,yes,0
health,61,10,2348.82,782.18,0,1,premium,none,no,0
property,42,3,2746.22,1021.03,1,0,basic,side,no,0
property,67,8,2153.98,1597.74,1,3,basic,none,no,0
auto,45,2,2978.07,3552.91,0,2,basic,side,no,0
property,79,14,5284.66,1499.28,1,1,standard,none,yes,0
health,21,16,3348.79,2226.25,0,1,basic,side,no,0
health,28,15,987.27,1833.28,1,3,basic,none,yes,0
auto,78,14,2159.68,3456.91,0,2,premium,none,no,0
auto,35,4,1256.92,818.64,1,1,basic,none,yes,0
property,37,10,4319.27,2612.29,1,3,standard,side,no,0
auto,67,2,5178.77,1636.89,0,2,basic,none,no,0
health,29,7,4357.19,2871.08,1,0,standard,none,no,0
auto,49,10,2098.16,1200.34,0,2,standard,side,no,0
auto,35,13,4327.73,1830.23,2,3,premium,rear,yes,0
health,30,1,2619.97,1717.71,1,3,basic,side,yes,0
health,77,16,1641.3,1095.3,1,0,standard,rear,no,0
property,30,9,6120.21,953.17,1,3,basic,none,no,0
health,23,17,6455.06,1352.61,2,3,standard,rear,no,0
health,59,10,7074.32,1929.4,0,0,basic,front,no,0
property,71,10,2378.34,1238.36,1,2,standard,none,yes,0
health,25,13,8312.82,1532.97,1,3,basic,front,no,1
health,61,16,2577.29,704.23,3,0,standard,none,yes,0
property,51,3,5752.85,1502.18,1,3,basic,side,no,0
health,69,10,2546.21,3016.32,1,1,standard,front,yes,0
health,25,0,3112.6,2572.39,1,1,basic,none,no,0
health,78,9,668.59,1731.15,0,1,standard,side,no,0
health,56,16,2947.35,2042.29,0,2,premium,front,no,0
health,70,17,3880.67,1194.96,2,3,basic,none,yes,0
health,40,5,2732.48,4073.34,1,3,basic,front,no,0
health,76,7,12448.2,5084.14,0,0,standard,none,yes,0
auto,56,11,1613.68,1963.36,0,3,basic,none,no,0
auto,25,7,2454.05,6603.42,1,3,standard,side,no,0
auto,75,3,1932.54,1286.79,0,0,basic,none,yes,0
auto,67,6,2453.71,967.25,3,1,basic,none,yes,0
auto,36,8,7494.98,1267.99,2,0,premium,none,yes,0
auto,51,10,10245.79,1620.12,1,3,basic,none,no,0
auto,42,18,2229.31,5744.7,2,1,standard,none,yes,0
property,51,10,2194.91,1570.93,2,1,basic,side,yes,0
health,77,7,1619.72,1176.35,0,3,basic,none,yes,0
health,73,13,9085.18,1153.75,3,2,standard,none,yes,0
auto,31,15,7980.07,3197.14,1,3,standard,none,no,0
auto,78,8,3380.61,2976.94,1,3,premium,side,no,0
auto,45,9,1370.23,1418.37,0,3,basic,rear,yes,0
auto,61,4,1458.75,707.76,2,0,basic,none,no,0
auto,65,17,4102.86,1028.34,1,0,basic,none,no,1
health,47,17,5348.31,4275.35,0,0,standard,rear,no,0
auto,46,3,857.22,2551.42,0,1,standard,front,no,0
health,46,6,2907.6,1868.2,0,2,standard,none,no,0
health,71,5,11302.82,4602.78,1,2,premium,none,no,0
auto,41,18,3126.73,4813.42,1,2,basic,side,no,0
property,35,1,10329.37,1775.84,0,2,premium,none,no,0
health,40,4,5734.94,1792.23,0,3,premium,front,yes,0
auto,30,6,1704.46,1351.51,0,2,basic,side,yes,0
health,42,11,2966.48,1568.22,3,1,basic,none,no,0
health,25,4,3327.29,859.92,2,1,standard,side,no,0
health,23,10,1869.16,858.17,1,3,standard,front,no,0
property,62,14,1846.58,764.08,0,3,basic,side,no,0
auto,22,16,10453.98,3109.35,2,3,basic,rear,no,0
auto,53,1,1836.92,828.24,1,2,standard,side,no,0
property,66,2,7745.79,4793.33,2,3,premium,none,no,0
health,62,1,2682.38,1254.9,4,1,standard,front,no,0
property,45,18,3576.19,4309.92,1,0,premium,none,no,0
health,30,13,5395.34,1506.39,0,2,standard,side,no,0
health,75,10,2394.69,826.26,0,0,standard,none,no,0
health,69,15,5418.28,3435.4,0,2,basic,none,no,0
auto,55,11,869.14,3644.35,0,3,standard,none,no,0
auto,23,4,4953.23,1149.38,3,0,premium,side,no,0
auto,20,10,646.79,1531.76,1,2,standard,front,yes,0
auto,37,14,3106.36,1149.52,0,3,standard,rear,no,0
health,27,0,6620.79,1702.3,1,2,basic,rear,yes,0
health,71,12,5628.55,1908.2,1,2,basic,none,yes,0
property,30,9,1467.2,1516.72,3,3,standard,none,no,0
auto,35,1,1605.57,728.18,0,3,basic,rear,no,0
auto,78,5,2248.3,1352.3,1,0,basic,none,yes,0
auto,68,8,4147.87,2570.25,0,3,standard,none,yes,0
health,31,6,878.0,1628.72,3,3,basic,front,no,0
auto,41,5,3607.4,1534.99,1,0,basic,none,no,0
auto,49,12,4527.84,1135.25,0,2,basic,none,no,0
health,59,8,2986.55,1332.72,0,3,basic,none,no,1
auto,76,9,5259.15,3657.28,0,3,basic,none,no,0
health,72,15,4258.22,1022.61,1,3,basic,none,no,0
auto,78,1,2492.0,2592.59,1,3,standard,side,yes,0
auto,20,7,938.86,1851.09,0,0,basic,none,no,0
property,32,1,3997.36,2043.47,4,1,standard,none,no,0
auto,52,18,1868.42,1253.66,1,0,premium,rear,no,0
auto,21,3,2428.82,1516.43,1,0,standard,front,no,0
property,40,16,5091.8,1802.88,1,1,standard,none,yes,0
auto,27,3,9819.58,1393.63,0,3,standard,side,no,0
auto,75,6,3545.23,2133.92,2,2,standard,front,no,0
auto,21,12,5366.04,2272.69,0,3,basic,none,no,0
health,27,16,1324.6,5358.04,0,2,premium,none,no,0
health,30,3,4323.7,2077.86,0,1,basic,rear,no,0
health,27,4,3491.43,694.98,0,1,standard,side,no,0
property,53,17,8608.1,3234.11,1,3,standard,side,yes,0
auto,40,6,2494.09,1632.82,1,1,standard,rear,no,0
auto,74,4,3074.37,4944.16,0,1,standard,rear,no,0
property,34,14,7640.13,3772.38,0,3,standard,none,yes,0
auto,51,1,3413.78,1404.4,2,1,standard,none,no,0
property,58,17,1675.41,2593.99,1,3,standard,none,yes,0
property,56,17,21723.36,1343.49,1,3,basic,none,no,0
property,67,17,1711.26,1810.48,1,0,premium,none,no,0
auto,30,5,3479.73,2535.11,1,2,standard,rear,no,0
health,49,2,4640.98,3154.23,1,0,basic,side,yes,0
property,67,8,4391.09,2828.79,1,3,basic,rear,yes,0
auto,71,6,3188.1,1877.12,2,0,premium,none,yes,0
health,56,19,3199.24,6258.6,2,3,basic,none,no,0
auto,58,12,3088.83,1506.42,2,3,basic,rear,no,0
auto,71,18,1667.11,809.49,1,2,basic,front,yes,0
property,56,15,16401.92,891.27,2,0,basic,front,yes,0
property,76,14,3121.3,3778.2,0,1,standard,rear,yes,0
auto,25,2,5529.49,1740.06,1,1,standard,none,no,0
auto,39,1,2880.57,1957.71,0,3,standard,side,no,0
health,24,0,2840.3,1378.48,0,3,basic,front,no,0
auto,23,11,2647.02,1441.8,0,2,standard,none,yes,0
health,47,4,1230.42,1219.81,1,0,basic,side,no,0
health,32,19,3253.76,2288.33,0,2,standard,side,no,0
auto,43,2,2738.31,1722.12,0,3,basic,none,yes,0
health,45,18,8267.33,2247.34,1,2,premium,front,yes,0
auto,56,13,1575.47,2142.48,0,3,standard,none,yes,0
auto,76,2,2430.85,1461.27,1,0,standard,front,no,0
property,70,1,1941.26,871.87,0,2,standard,side,no,0
auto,41,7,9994.31,834.72,1,0,standard,rear,no,0
auto,38,6,1981.11,8211.79,0,2,basic,none,no,0
health,65,6,5397.06,3786.08,0,2,standard,side,yes,0
auto,25,10,7180.42,3533.67,0,1,premium,none,no,0
auto,51,2,3286.95,1290.39,2,3,premium,rear,no,0
property,44,2,1388.85,1816.66,2,3,standard,none,yes,0
auto,29,13,1401.21,1202.69,1,1,standard,none,no,0
auto,56,19,6646.43,938.2,2,1,basic,rear,no,0
auto,37,5,1506.56,1346.97,1,0,basic,none,no,0
health,29,18,4790.64,3509.02,1,0,standard,none,no,0
auto,58,6,3944.37,2752.8,0,1,premium,none,no,0
property,28,6,4740.95,1113.18,0,1,premium,none,yes,0
auto,59,1,5065.0,1544.71,3,3,premium,rear,yes,0
health,28,8,1893.97,2629.53,0,3,basic,none,no,0
property,44,9,1839.28,1359.01,0,0,standard,none,no,0
health,68,13,6005.61,1881.44,0,0,standard,side,no,0
health,32,3,2343.64,2210.39,2,2,standard,front,yes,0
auto,65,3,531.07,2198.36,1,1,basic,side,no,0
auto,62,8,5733.77,2053.03,1,2,standard,front,no,0
auto,73,1,1762.73,1303.95,1,1,basic,rear,yes,0
auto,28,2,5049.25,1372.67,0,1,standard,none,yes,0
auto,62,12,9652.53,1025.75,0,1,premium,side,no,0
health,76,19,3683.92,828.26,3,2,standard,front,yes,0
auto,65,11,7310.27,1707.23,1,0,basic,none,yes,0
property,29,2,4054.81,2719.3,1,3,standard,none,yes,0
health,68,19,11061.22,906.74,1,1,standard,none,no,0
auto,24,10,1731.12,2072.45,0,0,standard,rear,no,0
auto,54,14,3620.07,2676.63,0,2,basic,none,yes,0
health,48,3,5832.57,721.72,1,0,standard,rear,no,0
auto,50,11,3186.61,1579.26,2,2,premium,front,yes,0
auto,50,1,8156.36,4117.93,1,0,basic,none,no,0
health,19,12,2690.74,2382.65,2,1,standard,rear,yes,0
health,49,4,15499.45,709.65,0,2,premium,rear,no,0
auto,76,18,16083.32,2512.84,0,1,standard,none,no,0
auto,45,1,4435.74,1244.06,0,3,premium,front,no,0
auto,35,13,5360.54,2554.61,2,1,standard,side,yes,0
auto,79,2,8384.75,1280.44,1,2,standard,none,no,0
auto,24,13,1585.99,1760.73,0,0,standard,none,no,0
health,48,9,1453.31,1381.92,0,3,basic,none,no,0
health,49,19,8773.52,1810.9,1,2,basic,rear,no,1
auto,47,13,4410.71,1361.52,0,2,standard,none,no,0
property,75,7,3107.1,1616.84,1,1,basic,none,no,0
health,44,1,3669.41,1004.45,4,1,basic,side,yes,0
auto,78,11,685.24,2310.76,0,1,standard,front,yes,0
property,22,8,3186.27,1973.66,1,1,basic,rear,no,0
health,63,1,2149.24,805.72,1,0,basic,rear,no,0
health,54,11,6923.32,2970.42,1,2,standard,rear,no,0
auto,32,4,7306.51,1655.5,2,2,basic,none,no,0
property,32,4,5451.66,1960.36,0,2,standard,none,no,0
auto,62,0,4802.16,2649.91,1,2,basic,rear,no,0
auto,57,7,1276.47,2130.52,1,2,standard,none,no,0
property,55,4,5505.21,3237.65,0,3,standard,rear,yes,0
property,21,1,5656.6,1561.42,0,2,standard,side,yes,0
health,55,8,8704.84,3032.72,1,2,basic,none,no,0
auto,78,4,16038.49,1922.65,1,1,standard,front,no,0
auto,19,2,1113.44,2330.45,1,0,basic,none,yes,0
property,47,9,2774.06,2212.36,0,1,standard,side,no,0
health,48,1,2165.51,3362.25,2,2,basic,rear,no,0
property,73,19,4108.26,2593.35,0,2,basic,none,no,0
auto,35,9,3675.27,1448.85,0,2,basic,rear,no,0
property,47,19,3090.67,1312.08,4,2,basic,side,yes,0
auto,62,17,7475.03,1763.62,1,0,basic,none,no,0
auto,21,19,1684.14,1236.39,2,3,basic,none,no,0
property,67,10,1756.74,1068.39,3,2,premium,none,no,0
auto,68,8,1777.64,623.89,1,1,standard,none,no,0
health,62,14,2829.26,833.28,1,2,standard,rear,yes,0
health,58,1,1540.69,4879.04,0,3,basic,side,no,0
property,64,16,3519.24,1302.12,2,0,basic,none,no,0
auto,66,6,3242.68,4683.17,0,1,premium,rear,yes,0
auto,74,0,2099.47,2211.83,1,0,basic,front,yes,0
health,44,4,6711.89,1763.62,0,1,standard,side,no,0
property,46,4,3492.42,853.8,1,0,standard,none,no,0
property,57,0,7660.66,1812.27,0,3,basic,none,yes,0
auto,29,13,3176.28,4656.84,0,3,standard,side,no,0
health,71,1,3579.8,3939.54,2,3,standard,rear,no,0
auto,65,16,2455.42,2073.76,0,1,premium,none,yes,0
auto,57,9,3623.04,1018.07,2,3,standard,rear,no,0
auto,36,14,5994.29,1120.37,1,0,basic,rear,no,0
auto,39,6,2730.02,1180.51,0,0,standard,side,yes,0
auto,44,2,5233.78,3425.76,1,1,basic,side,no,0
auto,59,3,2061.27,4088.2,2,1,basic,rear,no,0
auto,66,12,6193.99,1994.1,0,3,standard,side,no,0
property,59,14,2426.16,1553.8,0,3,basic,rear,no,0
auto,75,5,6608.92,3921.99,1,3,premium,none,no,0
property,77,7,3799.72,1108.44,0,3,premium,side,no,0
property,61,18,10558.3,1855.5,2,2,basic,none,yes,0
auto,40,17,1623.2,2278.98,1,2,basic,none,yes,0
health,55,8,1295.53,1174.5,1,0,standard,front,yes,0
auto,44,4,2365.27,1315.59,0,0,basic,none,no,0
auto,57,6,1381.29,1265.38,2,3,basic,side,no,0
health,68,10,1383.1,3671.53,0,2,premium,rear,no,0
health,40,11,5625.61,4708.78,0,3,basic,none,no,0
auto,49,3,3630.32,1914.85,1,0,basic,rear,no,0
property,20,1,2602.49,1581.12,1,2,basic,side,no,0
health,63,9,2777.0,1339.54,2,1,basic,none,no,0
auto,48,15,2396.91,1809.62,0,1,standard,none,no,0
auto,46,3,11559.45,1373.19,1,2,standard,front,yes,0
property,51,8,2175.79,1722.42,0,1,basic,front,yes,0
property,31,3,1443.04,2223.01,4,0,basic,none,yes,0
health,55,4,6356.51,1476.37,1,3,premium,rear,no,0
health,64,12,3130.57,1644.52,2,2,standard,side,no,0
health,39,5,15171.01,1647.93,2,1,standard,none,no,1
auto,26,5,2519.1,1542.59,1,2,basic,side,no,0
property,41,19,6582.63,1449.94,0,0,standard,side,no,0
health,30,3,7766.21,2646.78,1,1,basic,none,no,0
health,41,3,2527.7,745.93,1,1,basic,none,yes,0
health,56,18,2164.52,3972.46,2,1,standard,side,yes,0
health,25,11,6117.79,1934.81,0,1,basic,none,yes,0
auto,64,0,5444.84,2452.86,1,3,standard,none,no,0
health,31,8,1356.38,2598.11,1,0,standard,none,no,0
auto,73,11,1652.58,1268.98,0,2,standard,side,no,0
auto,63,5,616.77,1144.61,3,3,standard,none,no,0
auto,34,10,5523.52,1079.08,3,3,basic,none,no,0
auto,52,12,3031.22,1597.93,0,3,standard,none,no,0
property,24,5,3250.27,2564.71,2,1,standard,none,no,0
auto,24,16,1114.31,1350.35,0,2,basic,rear,yes,0
auto,77,9,1688.05,2450.3,3,2,premium,side,yes,0
health,67,19,2605.63,553.38,2,3,premium,none,no,0
property,27,1,2274.17,1491.02,0,3,standard,rear,yes,0
health,35,6,3954.01,3240.78,1,1,basic,none,no,0
property,30,14,5477.63,1659.9,1,0,standard,none,no,0
health,42,17,17831.62,1194.43,2,1,basic,rear,no,1
health,36,4,3590.29,1301.9,1,1,basic,none,yes,0
auto,38,19,7948.84,397.82,0,1,basic,none,yes,0
auto,50,3,2036.56,1090.18,0,3,standard,none,no,0
auto,29,8,1127.25,3067.51,1,0,standard,none,no,0
health,72,6,2845.2,1351.13,2,1,standard,none,yes,0
health,63,8,1189.86,1433.29,2,1,basic,rear,no,0
health,65,18,3678.54,563.46,0,1,basic,none,no,1
health,28,14,2108.39,799.98,0,0,standard,side,yes,0
health,61,15,927.05,3278.12,1,3,standard,none,no,0
auto,69,5,12273.74,2461.8,2,2,basic,front,no,0
auto,28,18,2499.15,945.09,0,0,basic,none,no,0
health,64,8,1157.09,1319.11,0,2,basic,rear,no,0
auto,40,13,6827.54,1781.86,0,2,standard,side,no,0
property,66,13,2186.31,994.2,2,1,standard,none,no,0
auto,47,13,7809.66,663.76,1,3,standard,side,yes,0
auto,67,12,2179.01,1669.69,0,3,basic,front,no,1
health,27,9,2493.32,2407.4,0,3,basic,none,no,0
auto,42,12,4634.96,2430.69,0,2,basic,rear,yes,0
health,34,18,5515.15,2800.68,0,1,basic,side,yes,0
auto,33,7,6235.03,831.49,0,0,basic,side,no,1
auto,37,10,3419.27,1861.15,1,0,standard,none,no,0
health,41,3,5271.3,1580.94,0,3,basic,rear,yes,0
auto,25,7,6136.07,1730.89,0,3,basic,side,yes,0
health,61,15,4189.76,1626.38,0,0,basic,none,no,0
auto,52,12,3294.93,1299.55,0,3,basic,none,yes,0
health,69,4,1323.84,399.86,0,0,standard,none,yes,0
auto,61,10,5538.18,3232.19,0,0,basic,front,no,0
auto,27,16,3750.04,2132.38,1,0,basic,none,no,0
health,22,2,2725.67,860.79,0,1,standard,none,no,0
health,44,1,8905.61,2290.59,1,1,basic,none,no,0
property,47,7,1340.12,1445.7,1,2,basic,none,no,0
property,32,13,11508.32,1466.32,3,1,standard,none,yes,0
health,66,6,3584.62,1231.26,1,0,basic,none,no,0
auto,54,16,4547.18,2364.84,1,0,premium,none,no,0
health,64,16,2761.33,1212.07,1,3,standard,none,no,0
health,24,10,1133.48,1044.8,1,2,basic,rear,no,0
property,68,7,3301.97,3183.93,0,3,standard,none,no,0
health,30,0,4602.35,1653.35,1,0,basic,side,yes,0
auto,45,16,5845.09,1679.51,0,1,standard,rear,no,0
property,45,17,3169.65,2556.08,0,0,basic,rear,no,0
health,68,8,784.64,1294.92,1,3,standard,side,no,0
auto,35,10,1237.49,1430.71,1,0,basic,front,no,0
health,32,15,15312.33,2106.66,1,3,standard,side,yes,0
health,39,13,1694.64,836.57,0,0,premium,none,no,0
health,40,2,9886.59,2019.39,1,2,basic,none,no,0
property,29,13,1893.42,1239.1,0,1,basic,rear,no,0
auto,28,18,3204.4,2773.14,1,3,standard,rear,no,0
auto,32,15,5640.04,2376.38,0,0,standard,side,no,0
auto,46,9,2050.55,2224.47,2,1,basic,none,yes,0
property,39,10,11098.34,809.58,1,2,standard,side,no,0
auto,42,5,3839.16,1716.95,1,3,standard,rear,yes,0
health,62,13,5027.09,1003.62,1,2,premium,rear,yes,0
health,32,4,3018.98,1775.02,0,0,standard,rear,yes,0
property,74,6,5773.91,568.14,1,2,standard,none,no,0
auto,64,5,10994.55,836.8,0,1,basic,none,no,0
auto,28,6,3321.26,3276.45,0,3,basic,side,no,0
property,37,7,12219.63,2174.44,1,2,standard,front,no,0
health,29,1,2372.94,1514.88,1,3,standard,none,yes,0
auto,34,14,6215.91,1147.83,2,0,standard,none,no,0
auto,40,8,5127.53,1051.39,1,2,basic,none,yes,0
property,26,18,1723.29,1998.35,0,2,basic,none,no,1
property,18,3,4228.77,1522.61,4,1,basic,none,no,0
health,45,13,3659.77,3917.95,1,1,standard,side,yes,0
auto,61,3,2003.73,1648.5,2,2,basic,rear,no,0
health,36,10,4677.89,1861.91,2,1,basic,none,no,0
auto,71,9,4033.55,903.02,2,1,basic,rear,yes,0
property,40,8,3460.57,1509.68,1,2,basic,front,no,0
auto,73,13,3470.3,1975.34,0,3,basic,none,yes,0
auto,32,16,3418.62,1500.58,0,0,premium,none,no,0
auto,51,6,2814.7,1418.26,3,3,premium,side,yes,0
auto,65,16,4015.37,2129.1,0,0,basic,front,no,0
auto,21,3,2319.86,3856.1,1,0,standard,side,yes,0
health,75,5,23383.05,1943.96,1,0,standard,rear,no,0
auto,40,6,1357.59,3203.8,2,0,premium,front,yes,0
health,48,19,2417.97,2467.11,1,3,standard,rear,no,0
auto,56,2,2555.44,3109.37,2,1,basic,none,yes,0
auto,57,7,15189.28,1332.94,0,3,basic,front,yes,0
health,19,8,1445.06,1630.33,0,0,premium,none,yes,0
health,71,16,4905.66,1633.72,0,2,premium,none,yes,0
auto,56,9,4332.4,2375.92,1,1,standard,front,no,0
property,79,19,4598.67,2687.07,1,2,standard,front,no,0
auto,47,14,8651.09,1924.71,2,3,standard,none,no,0
auto,56,14,8527.75,2802.74,1,2,standard,rear,no,1
auto,45,15,2655.35,1364.21,4,2,standard,front,yes,0
health,73,3,4170.59,2814.92,0,1,basic,side,no,0
auto,69,8,987.45,3004.62,2,0,basic,none,no,0
auto,74,11,3902.47,2537.03,1,0,standard,none,yes,0
auto,49,4,2088.51,1933.5,0,1,basic,none,no,0
auto,67,2,3195.61,2582.88,1,2,standard,front,yes,0
auto,40,2,1119.05,1156.32,1,0,premium,none,no,0
health,46,15,4833.91,1996.56,3,1,basic,none,no,0
health,65,13,1110.32,2101.18,0,2,premium,none,no,0
auto,23,5,4039.19,930.05,0,3,standard,none,no,0
auto,62,14,1542.94,2292.26,3,3,standard,side,no,0
auto,18,13,2008.72,968.35,0,0,basic,side,no,0
property,54,16,8170.72,1459.78,0,0,basic,rear,no,0
health,47,18,5494.72,1844.35,2,2,premium,none,no,0
auto,47,17,8139.16,1254.67,3,3,standard,none,no,0
property,48,3,10848.79,1884.23,1,1,standard,side,yes,0
auto,48,15,2119.66,1869.22,0,3,basic,front,no,0
auto,43,7,10397.08,1199.8,1,2,basic,none,no,0
property,45,8,1305.24,2401.83,0,3,standard,rear,no,0
health,53,12,6138.1,1233.88,2,3,standard,none,yes,0
health,65,12,2577.73,5675.92,1,0,premium,none,no,0
health,52,8,1898.44,1711.73,0,1,standard,none,no,1
property,57,19,5597.8,1006.62,1,0,basic,side,yes,0
auto,69,3,7054.82,1105.25,4,0,basic,none,yes,0
auto,79,1,6909.74,3209.24,2,1,basic,side,no,0
auto,24,0,4231.88,1473.54,2,2,basic,rear,no,0
property,62,16,3993.29,914.26,0,3,basic,rear,yes,0
auto,31,8,5264.84,2770.7,1,0,standard,rear,yes,0
auto,30,8,4503.61,1468.82,1,0,basic,none,yes,0
auto,67,12,5318.51,2506.67,2,0,premium,none,no,0
auto,22,8,4199.83,2886.45,1,3,premium,side,no,0
health,70,11,6567.9,2073.99,0,2,basic,none,yes,0
auto,65,1,1165.56,5990.64,1,1,standard,none,no,0
property,79,3,3321.29,763.28,2,0,basic,rear,yes,0
health,59,18,1382.03,1201.14,0,1,basic,side,no,0
auto,72,9,4419.1,1590.85,1,0,basic,front,no,0
property,25,3,11491.36,5600.36,1,0,basic,none,yes,0
auto,73,7,2612.7,4442.63,1,1,standard,rear,no,0
health,27,6,3980.16,3443.85,1,2,standard,none,no,0
health,37,5,6182.89,1215.53,0,1,standard,none,no,1
auto,25,5,856.28,1288.51,1,3,standard,front,yes,0
auto,42,14,2526.33,1194.78,0,3,standard,rear,no,0
health,64,2,4699.26,1222.05,0,0,standard,front,no,0
health,34,6,479.19,3813.69,2,1,premium,side,yes,0
health,68,9,1837.63,1600.57,2,2,standard,rear,no,0
auto,55,10,7868.33,1710.0,0,1,basic,none,no,0
auto,56,17,7347.37,2662.96,0,1,standard,front,yes,0
property,76,18,4731.62,787.01,0,2,standard,rear,no,0
auto,44,5,6751.62,1856.27,1,0,basic,side,no,0
property,39,10,4232.61,1044.78,0,3,standard,rear,no,0
health,79,0,5371.04,1560.55,1,1,premium,none,no,0
health,52,12,2919.13,1348.56,2,1,premium,side,yes,0
auto,56,3,3948.41,1314.23,1,0,basic,front,no,0
property,36,1,2338.68,2023.92,1,2,basic,none,no,0
property,31,13,8817.01,2019.5,3,2,basic,rear,no,0
health,28,3,10562.78,1619.85,1,2,standard,front,no,0
health,31,9,9565.7,2176.21,1,1,standard,none,no,0
auto,30,2,2736.2,1171.09,2,1,standard,none,yes,0
auto,64,14,1867.5,2542.22,0,2,premium,none,no,0
property,21,15,8900.67,1630.92,0,0,basic,rear,yes,0
auto,57,11,5328.02,1419.65,0,1,basic,side,no,0
auto,76,16,4582.54,1215.15,1,2,standard,side,no,0
auto,65,8,2336.61,1602.47,1,2,basic,side,no,0
health,42,3,4904.78,4606.94,1,1,standard,none,yes,0
health,21,3,1703.27,1751.7,0,1,basic,rear,no,0
health,69,4,5675.1,1020.25,1,1,standard,side,yes,0
auto,18,4,9558.83,2862.38,1,3,premium,front,yes,0
auto,60,6,11404.14,1428.01,0,2,basic,rear,no,0
auto,59,4,5978.75,2083.66,1,0,standard,front,yes,0
property,29,11,1383.79,1335.65,0,0,premium,rear,no,0
auto,63,2,4180.27,3430.24,1,0,basic,none,no,0
property,28,12,16281.38,1345.63,0,0,standard,side,yes,0
auto,31,6,1982.22,3637.05,1,0,premium,front,no,0
property,68,13,3493.2,1069.95,3,1,basic,none,no,0
health,78,10,9793.43,1561.73,0,2,basic,side,no,0
property,34,18,5608.25,3640.94,0,3,basic,side,no,0
health,75,8,20663.2,1966.65,1,2,basic,front,no,0
health,74,5,2179.81,5629.26,0,3,basic,none,no,0
health,65,11,1821.05,1580.39,2,2,basic,front,no,0
auto,26,13,8577.41,2056.01,0,1,basic,front,no,0
property,36,8,1576.38,4687.12,1,2,standard,none,no,0
health,60,11,3172.46,848.13,1,1,basic,front,no,0
auto,79,9,3477.43,797.22,2,1,standard,none,no,0
auto,68,6,7519.03,1214.69,1,3,basic,rear,yes,0
health,44,6,5597.01,2715.38,0,3,standard,front,yes,0
property,32,18,5013.78,808.41,0,2,basic,none,yes,0
health,77,13,2747.09,2437.0,1,2,basic,none,no,0
auto,35,1,8522.82,2352.78,2,2,premium,front,yes,0
health,39,19,60966.32,4950.26,0,3,standard,none,no,0
auto,77,14,5907.02,3049.53,1,0,standard,side,no,0
auto,52,1,3904.05,2169.01,0,1,standard,front,yes,0
property,34,14,1467.76,3567.31,2,0,basic,rear,no,0
auto,18,11,2330.32,2367.17,0,2,basic,rear,yes,0
auto,44,18,3135.06,1436.5,0,1,standard,rear,no,0
auto,79,9,2504.34,1020.14,0,1,standard,none,yes,0
auto,44,10,3600.2,1360.11,0,3,premium,front,no,0
auto,61,6,12639.87,1772.18,0,0,standard,none,yes,0
auto,33,6,8716.88,1973.39,0,3,basic,rear,no,0
